hour,day_of_week,month,temperature,rain,snow,clouds,vehicle_count,vehicle_speed,congestion_percent,congestion_level
20,3,3,24.849462781993562,0.0,0.0,0.19157082123667046,1621,27.24317237933049,92.40549885346057,heavy
10,2,1,27.546084556831353,0.0,0.0,0.5862658100529127,416,71.96185282659899,32.07966750741329,moderate
12,3,6,33.260680418670745,0.7801474588841975,0.0,0.6510339125535949,2407,20.96856864778929,93.03092435934774,heavy
8,5,6,32.84811623563669,0.0,0.7587688418238872,0.3277750057707436,2795,5.0,100.0,heavy
4,0,7,11.944581448774588,0.0,0.0,0.48123260931546696,2477,38.3728983945752,66.41765808063226,heavy
22,3,11,18.810621982602544,0.0,0.0,0.48117459516815164,2829,21.444808903394666,87.71830597516362,heavy
18,0,9,24.74852416726573,0.0,0.0,0.6196531377706619,1315,48.8891826637553,81.70483091969328,heavy
15,0,5,36.577749895395755,0.8946214369070711,0.0,0.5313694627729091,2072,25.869392207949602,87.64306044776937,heavy
9,0,9,2.1800678245754312,0.0,0.8448412941896201,0.3668838635427276,860,40.73985437928871,93.74404300987395,heavy
19,1,7,19.113316750209627,0.0,0.0,0.8891863746109409,1346,38.304073215180324,84.47075481872386,heavy
13,2,3,11.776874611303155,0.0,0.0,0.7940658390085098,2527,36.79413971608174,61.62555055508371,heavy
10,6,1,13.04497953522482,0.8778296628270911,0.0,0.615231795098449,2010,20.32704579886947,91.01040238946652,heavy
10,6,1,31.88588076354202,0.6901910925653965,0.0,0.4758765056587012,2083,23.034181105029372,91.1448599115976,heavy
5,0,3,19.74491525645636,0.0,0.0,0.474202284458654,1979,39.028651449000726,54.73913390135432,moderate
2,6,10,5.330416202492273,0.0,0.0,0.46057052132772947,1645,45.89075798744859,33.375025081987175,moderate
13,4,6,22.732487598137798,0.0,0.0,0.6402796210591302,1685,51.91511686740058,36.72358031769181,moderate
21,3,6,40.28687590768554,0.0,0.0,0.7840246795194801,2307,31.343827110763826,79.33543605735596,heavy
1,5,5,9.546470425409579,0.0,0.0,0.2599438887054275,1172,53.83267553340402,6.767693529113947,low
20,3,4,28.26349900377176,0.15282410951943126,0.0,0.6787728395767352,390,54.3917746847429,45.32854990152749,moderate
19,1,9,36.54163049451,0.0,0.0,0.636266303333368,2459,15.125124563577177,100.0,heavy
6,3,1,23.60461856258104,0.0,0.0,0.43419703012781696,2700,25.87073769274514,79.04742289090484,heavy
15,5,8,39.424002557856966,0.0,0.0,0.11246588401109692,2557,32.1953414516165,53.391518261028644,moderate
3,4,12,18.721513448308148,0.14868661007372255,0.0,0.5922637094832578,2067,34.302315338512656,52.46825164158317,moderate
18,1,11,35.56752030623786,0.0,0.0,0.03909362340543565,646,47.67377900493761,72.67956114057469,heavy
16,6,5,33.679497772286226,0.0,0.0,0.9632508613558186,2196,33.70832667728919,58.36750383927675,moderate
8,1,11,23.73973856995293,0.8858738818467159,0.0,0.6155871413686053,1296,40.40207919340389,82.60525862554375,heavy
1,5,3,12.102366756700127,0.0,0.0,0.22103404409706118,544,59.86481320561583,6.592396952802338,low
23,2,3,15.986160600585048,0.0,0.0,0.7185156231553547,123,65.47412182249916,7.731149615334596,low
10,0,5,5.246503298262521,0.0,0.0,0.5749817734505773,969,57.03360258128299,44.40937823884993,moderate
21,6,1,28.753199412104145,0.0,0.0,0.5794656173726261,1758,34.34060718782019,57.70732676522685,moderate
16,4,4,27.794404073403076,0.0,0.0,0.5446022948078493,2572,27.778425543154384,88.18416795953242,heavy
18,1,11,24.633739615629757,0.0,0.0,0.7778523109078896,1353,33.675064154739566,98.60943217731798,heavy
18,0,10,23.01828922751094,0.37795295698615716,0.0,0.7344977583904237,1697,27.855589863439928,100.0,heavy
4,0,4,34.8607339742923,0.0,0.0,0.4099579207594144,2105,51.91798097819311,24.431935457241337,low
8,1,4,26.382385343543476,0.0,0.0,0.7175815257235125,2460,17.349215128032352,100.0,heavy
11,6,5,19.56283874236351,0.6725274889577073,0.0,0.3219403810126005,78,56.3126781678701,33.44917417677938,moderate
11,1,2,25.17782606970764,0.16821238419878154,0.0,0.5028900399465415,1631,33.50514700384814,71.33741153929061,heavy
1,1,2,40.38004088078915,0.9577981686741868,0.0,0.2081471269259758,668,56.15418825249915,34.50917266390545,moderate
13,5,12,28.977335118732782,0.14684295731908714,0.0,0.1830386481706089,988,44.46931392051844,28.454806576476294,low
3,6,9,20.880654285073174,0.0,0.0,0.08305725432137057,2314,44.479515492719074,39.8871417297627,moderate
17,1,9,23.644220452234755,0.7438947503117511,0.0,0.6374020480594488,1060,37.403951820726306,87.93309687361649,heavy
16,4,4,27.70702987300547,0.0,0.0,0.8492771407802753,1192,41.36940515768102,59.36186524241786,moderate
22,3,11,20.631311710163846,0.0,0.0,0.5541389045304359,2304,36.98430497206897,63.71316741914848,heavy
17,4,3,19.923643721687686,0.0,0.0,0.39962441889842926,1627,36.07734611328227,75.91321470038,heavy
8,2,12,23.9094242362396,0.0,0.0,0.6030410351641965,1779,43.49674911470032,70.16779292339024,heavy
23,5,7,36.1527209214556,0.0,0.0,0.8533016244946654,1274,50.60957511037662,15.875051051110542,low
9,6,4,30.327812105310933,0.5633668364300797,0.0,0.6258544719144775,162,54.96730468007991,41.065802209881696,moderate
7,5,10,20.723769108312734,0.0,0.0,0.8788488072403726,209,66.92493695120136,13.11435519439358,low
21,6,6,30.952103418250783,0.0,0.0,0.11608822682252717,994,55.54794950938837,27.02547690649377,low
8,0,4,24.068587294722832,0.0,0.0,0.0881069021211619,201,65.10235274110144,28.023409850824073,low
1,4,9,26.75670678124899,0.0,0.0,0.10648108572384829,859,56.43490510754776,23.47251242713777,low
11,6,9,26.028990571618724,0.0,0.0,0.6515766014205409,2900,29.69414734565209,70.04045681349349,heavy
19,3,8,7.117944196231946,0.0,0.0,0.35920335185223384,2560,19.055503985286904,100.0,heavy
4,6,6,-0.37948795795545465,0.10119003284297245,0.0,0.06873573219542228,263,65.96192535716624,1.6591448703963367,low
11,2,4,25.8129713664674,0.0,0.0,0.7984687733833077,2772,26.593072450259264,89.3993477846861,heavy
3,6,5,17.17710985730412,0.0,0.0,0.8394541656884382,2248,38.18620860649582,44.2844812639421,moderate
16,6,11,10.885899281805028,0.0,0.0,0.3493166499096694,1709,42.39093545136434,39.68362615470774,moderate
11,4,5,17.42392542266031,0.33247711996317214,0.0,0.6240003206429683,490,54.24085481403224,40.11396384618182,moderate
7,4,12,31.397140229556754,0.8188562893108855,0.0,0.8786875362970895,1771,23.74814496835355,99.75861112442496,heavy
5,3,2,26.862605494589534,0.22658975215619162,0.0,0.8354049892684723,801,58.564840014913365,23.65401840539134,low
13,2,2,30.174089622559315,0.0,0.0,0.7658000269159637,1575,43.225839257719834,41.524718425888025,moderate
16,3,4,27.62476446159171,0.4909908934935229,0.0,0.18532054632210848,821,49.84632571677039,53.38344736194733,moderate
22,6,1,16.649344116812184,0.0,0.0,0.3688269807594916,2200,41.72959760011305,42.25534736569602,moderate
10,0,11,30.21235873552901,0.73062005613332,0.0,0.06666018285932984,1556,41.578735466576745,80.82892450615219,heavy
3,1,5,28.685917322573708,0.4481119952138196,0.0,0.42788428314898674,1986,30.616761730837062,74.790521346443,heavy
19,3,2,23.060133488530564,0.0,0.0,0.5695198563707535,2441,27.9450265110483,100.0,heavy
15,2,8,24.470721508629016,0.0,0.0,0.8098724097023209,2564,31.947044536979906,70.88458818709948,heavy
16,4,12,30.33972685347618,0.0,0.0,0.11535967322883711,1908,35.606678129804806,71.01490761279544,heavy
2,2,12,18.00440547430702,0.2952461455341126,0.0,0.11897095844261785,592,68.00661144889746,3.926644174058767,low
7,4,2,32.7030637198566,0.0,0.0,0.346485843485822,1256,45.49828733047356,51.242842984955345,moderate
18,0,10,28.52075171718701,0.0,0.0,0.34257848621668807,830,48.815616467359355,64.36771992742,heavy
19,2,5,24.01806317364479,0.0,0.0,0.8954358464666181,778,52.67095263509672,66.47285709901425,heavy
10,4,11,36.24989123648904,0.0,0.0,0.7693485100540781,2331,23.623413639306264,88.6308816469681,heavy
19,3,8,13.645347453463893,0.0,0.0,0.38461139516123766,1331,34.562805497232276,87.0327767579928,heavy
20,4,9,20.318521821052823,0.6169970566728754,0.0,0.041114045878318684,2815,14.774243512486152,100.0,heavy
9,4,11,18.54199360852059,0.5378806220534169,0.0,0.29598639440672003,2989,8.914548966841554,100.0,heavy
21,2,11,26.864728371261318,0.9268957629073039,0.0,0.9685021800660751,1400,35.87376380783973,96.88654913646938,heavy
6,2,2,33.459304520806754,0.0,0.7776051927619836,0.3915434666463563,907,43.08172930609452,56.751428181851985,moderate
5,6,9,16.135824487784546,0.0,0.7371380348981622,0.007143800970565106,444,45.131145947323034,34.351805545181335,moderate
16,6,2,45.0,0.0,0.0,0.33394288285416607,503,57.362691530642884,17.886256522919904,low
15,0,12,18.697949626492345,0.0,0.0,0.45932305806325135,1745,46.13535726381988,42.82474767909296,moderate
3,4,8,26.885467781932938,0.0,0.0,0.9751892669523484,1759,42.595730283688646,50.53607284838074,moderate
19,3,3,24.021490420074027,0.0,0.0,0.6027570125432555,420,53.34685458284637,55.70669299784954,moderate
4,0,4,24.369252108397422,0.4802326074266525,0.0,0.9219989261243611,366,56.45638424750294,19.29119028454969,low
19,4,11,17.660708124639743,0.0,0.0,0.002343136363482712,326,62.7213434567284,48.844412874063224,moderate
0,0,8,32.54037179620505,0.34840902773393667,0.0,0.4047068263533372,1392,39.72525730331091,55.68254437122154,moderate
19,2,3,17.168629962828224,0.0,0.0,0.9855616574764237,1848,28.958252269624186,100.0,heavy
18,4,10,9.848567327477328,0.0,0.0,0.5510851664978016,91,69.0471983717239,43.19392685788505,moderate
18,5,9,15.024020542180406,0.0,0.0,0.1613502571155423,376,52.3754028567621,37.53383122502425,moderate
15,2,1,35.56252495441936,0.0,0.0,0.48302875047161387,167,70.41265400243752,18.797447065018183,low
11,5,4,34.00376150247954,0.0,0.0,0.19469481693405577,831,54.370133905989846,27.90409558116257,low
16,5,11,7.942114536376778,0.8577629356547422,0.0,0.5019467517647476,82,49.954989196156156,42.966771800881084,moderate
6,3,5,30.50983678656462,0.0,0.0,0.43195821574413884,746,63.4991562854125,7.969904729341746,low
18,1,1,8.144536611147723,0.0,0.0,0.8885130843417014,658,39.77432664535014,79.16693792629015,heavy
13,4,8,23.78217718815899,0.0,0.0,0.5426014931836,2936,22.51704014074257,76.38211531220193,heavy
11,0,11,14.337987522959985,0.0,0.0,0.5017495113367071,1595,54.74592257015404,41.354838875351234,moderate
12,6,7,31.126252289372978,0.0,0.0,0.3099660152041587,699,59.385605254617865,0.0,low
13,2,12,28.437287226553956,0.6721491544081866,0.0,0.31584616923345077,395,51.314825206106086,34.00392702087233,moderate
0,5,2,31.836634062545627,0.3644031852423556,0.0,0.9191273085544023,2088,30.582258196150498,53.62833245934089,moderate
3,5,9,21.63808151129503,0.0,0.8100026390142039,0.4071329232810923,2537,23.531949638412673,86.6332353498865,heavy
5,3,8,22.46936848286501,0.0,0.0,0.8886445393925627,1683,42.977460333877886,45.24941945714507,moderate
2,6,12,12.006033688179185,0.7924265525545466,0.0,0.42120188785989554,1607,33.12608281135914,60.940527038298846,heavy
10,5,7,15.756123208827782,0.41775988499728933,0.0,0.7020274964882134,596,50.29930807538355,45.214785619787364,moderate
16,6,10,31.58826747879993,0.6142771900354822,0.0,0.919290954809345,899,44.5848159068828,47.69333239151808,moderate
15,0,2,26.93811971043398,0.9813077429059536,0.0,0.8802118947320694,1344,41.34416365551107,70.48273566837597,heavy
11,3,1,24.834679961817855,0.0,0.0,0.6267670092607925,177,62.990979408029794,26.733379026105986,low
20,6,9,34.096910081321106,0.0,0.40768086142046156,0.5600087691827375,310,53.400477132526056,49.74091967777606,moderate
13,5,1,13.598862516029367,0.0,0.0,0.013201621058883783,1422,44.639164791564106,39.361987532089245,moderate
1,3,11,29.761183190310053,0.0,0.0,0.874845649831104,482,67.22322930875285,14.593846778593903,low
18,0,1,14.566747047776323,0.0,0.0,0.14147615335911967,99,55.97703080480056,50.09197532466078,moderate
13,1,9,35.82299096463483,0.0,0.0,0.3464805600366375,2197,34.537712475902815,71.01170106322056,heavy
15,4,6,28.35579338218855,0.0,0.0,0.729559224580471,1968,32.712665415856826,73.10722762544613,heavy
13,4,8,31.716010885588005,0.0,0.0,0.5040163238941878,1472,50.848896382332356,40.18715785975089,moderate
13,6,8,18.38682588979175,0.0,0.0,0.02305625193200289,2573,32.38637430368837,60.792287188610885,heavy
2,0,6,41.45678580216975,0.0,0.0,0.1093447031716337,2404,36.07424489616655,52.89476119317757,moderate
13,2,6,39.988463128548375,0.0,0.0,0.7403861520096642,354,74.34681108365206,7.165083791522768,low
19,1,7,27.443032164056074,0.0,0.0,0.5189754067338672,1818,35.061760261854495,93.19367383370374,heavy
7,6,9,33.402093704754805,0.0,0.0,0.5901989708718148,424,64.79774238381279,14.03800836817602,low
14,1,9,21.584905663537093,0.0,0.0,0.09485764830331067,2917,28.254096837359533,71.61386425704413,heavy
0,1,6,13.85215014192445,0.33839509349777697,0.0,0.1504177360798663,1808,39.241526248380865,49.159218661948636,moderate
8,2,5,30.366324140515573,0.8949879656582381,0.0,0.33205684347575604,2789,10.072404042315817,100.0,heavy
10,0,1,16.645519296000295,0.0,0.0,0.06241980934979452,1468,42.329037071087825,71.03629628014484,heavy
23,4,10,34.48176115347397,0.9221443135312525,0.0,0.6134016085279171,1616,27.57046710189494,79.7044849996311,heavy
5,3,3,32.38286510709497,0.0,0.0,0.015782613407759438,1074,48.97009877983601,45.87482824352163,moderate
6,3,6,25.881781204302552,0.4086685917159666,0.0,0.6757053401903911,1732,38.34743175677592,55.18770877430044,moderate
9,6,12,25.434367061626908,0.0,0.0,0.2157648494627511,342,66.58790513299584,13.351602501624672,low
23,3,10,31.91430786839697,0.8341506749557623,0.0,0.5485475277699737,633,51.4801654178056,48.23063272863539,moderate
20,2,5,26.19651218477065,0.0,0.0,0.29162784770943784,1842,26.36951892184708,98.31987435868021,heavy
0,2,6,20.76430618160624,0.49481582811223335,0.0,0.17375157881515824,563,54.94327150245235,20.774667933317787,low
5,5,4,11.883942208053908,0.0,0.0,0.8267413405787826,506,54.280824494691856,17.68138787213136,low
19,3,8,31.67119783533808,0.0,0.0,0.42837444305329,1987,37.42012056892464,88.18969012630755,heavy
1,1,2,26.93151200299619,0.5305164461322069,0.0,0.682462066934672,1479,42.251476937243574,46.84907046471255,moderate
20,4,12,45.0,0.0,0.0,0.38537020642823294,248,62.22728945235702,45.106591761267254,moderate
6,5,12,23.232710748010508,0.0,0.0,0.046980621326308425,1710,48.890475438646156,26.870880687334893,low
22,1,4,26.41628842467232,0.3637389278722982,0.0,0.9306212176190631,1500,37.36492513363018,67.28064400567968,heavy
7,3,3,26.60402845743251,0.42826585947044116,0.0,0.5629879153243057,2479,21.995416693985405,90.08370108921119,heavy
10,3,7,29.206050864120034,0.0,0.0,0.0698008371364377,809,54.06498855571608,34.83019867800575,moderate
15,1,8,16.264968588842688,0.0,0.0,0.9203168948719315,2698,28.468327144169614,64.7968372060663,heavy
3,0,8,23.38227797777351,0.5165844488992062,0.0,0.7906539059495162,1152,48.90370123394298,45.91390782595507,moderate
13,5,1,30.621275351027155,0.0,0.0,0.6983750951759452,2151,37.06028725292587,44.04923564727676,moderate
12,4,9,21.337892572644602,0.0,0.0,0.6316920347674857,1009,50.286383933049905,33.482261601025456,moderate
18,4,1,30.3215099502898,0.7925364212803212,0.0,0.45877848779792074,2796,5.0,100.0,heavy
23,2,5,24.773727743789973,0.0,0.0,0.9223438453688277,723,61.39254032448917,14.712906507851994,low
15,3,9,27.214968540439422,0.0,0.0,0.40015958915758143,2577,28.975548666312577,75.04301722705583,heavy
9,6,11,33.20909130866248,0.0,0.0,0.7366133807665342,1121,43.441170227187925,55.36482002718056,moderate
9,1,8,22.181155239588282,0.0,0.0,0.8632137760036609,804,49.130663033655786,53.23437475960633,moderate
10,4,2,12.38519031397401,0.0,0.0,0.5980180597145344,965,51.32280757627129,50.136587507331264,moderate
19,0,9,21.869280557112194,0.0,0.0,0.4718506834273408,2021,24.566084600233307,100.0,heavy
7,0,1,17.39555855129914,0.0,0.0,0.1388226235400405,1516,39.67108579873374,53.57179697252185,moderate
4,6,3,6.994111587830368,0.6886907977699122,0.0,0.6727623183449509,2791,10.382854303634497,89.94081788885906,heavy
8,0,2,23.14654698261943,0.0,0.0,0.34064982490009654,1477,45.87734712784726,63.04317286886754,heavy
0,4,12,25.59224527239581,0.0,0.0,0.9890754780424215,2921,21.761093909607073,76.44142290632614,heavy
2,3,5,32.16609074246918,0.0,0.0,0.9384155917825504,207,66.18438806006506,1.933646669117186,low
2,5,7,14.885516349952091,0.0,0.0,0.2709194279373909,1095,56.921739245668476,7.952553545255733,low
18,3,10,24.708208196174763,0.0,0.0,0.570514950986689,421,54.57693225278456,59.501689368141676,moderate
17,4,12,33.0247306564034,0.649549710626039,0.0,0.20940945510923958,400,46.740299996910544,69.22757162077212,heavy
16,6,12,19.402822372961566,0.0,0.0,0.6639931579066087,1973,31.91647912103731,62.413863746066966,heavy
11,5,2,28.289774074242594,0.0,0.0,0.9699010273165282,1457,45.48365571543585,44.827538055599696,moderate
17,5,5,36.78174406682361,0.0,0.0,0.07142881131612777,457,57.899744463209224,34.491995973484535,moderate
3,1,5,9.100685787337445,0.4940863885230813,0.0,0.2864297329573642,2632,30.04494757336409,76.39876488090401,heavy
21,1,10,26.18123456825133,0.0,0.0,0.6105536618700229,1891,38.32940876910019,76.78623937004406,heavy
12,3,5,33.303119024231364,0.0,0.0,0.08988890260857318,1820,43.782348418492646,46.882255034398064,moderate
22,4,3,21.19429727586199,0.0,0.0,0.6191048562954884,277,57.04629587024645,20.491110165612035,low
3,4,10,35.0940797697703,0.0,0.0,0.8121806025895244,1739,51.519438649181,36.94187868421919,moderate
11,5,6,29.073774278364695,0.0,0.0,0.4790578748478108,1869,38.22752427951726,47.878615743063364,moderate
16,0,9,38.15485732090285,0.0,0.0,0.14580642217078765,199,68.11441093048853,27.936462198047135,low
11,1,5,28.65971859908175,0.0,0.37431024957889525,0.3533481925288775,1648,43.8272702423254,70.3308323987454,heavy
10,1,6,38.820309618452924,0.0,0.0,0.1631899663977865,1574,42.676268951131355,65.01585402732381,heavy
3,3,1,26.40000022905538,0.0,0.0,0.8855328224193111,70,61.69820237944963,9.001067861046977,low
9,4,1,13.057634927694657,0.0,0.0,0.5607237487937203,1954,22.90603223646348,98.25152101621232,heavy
5,0,1,18.9519969582378,0.0,0.8492273066954262,0.7277461902650257,1139,31.816859755171897,73.85349162567948,heavy
7,6,3,32.1469077212601,0.6438078327485868,0.0,0.5565114693205276,1094,37.81627334347326,53.324529266183454,moderate
16,2,5,31.989517098437307,0.7693501004284826,0.0,0.9717093160400477,1240,42.92139660125074,72.7840381263256,heavy
15,4,1,21.5151884023058,0.0,0.0,0.9652361029073024,1460,47.33913770088934,46.715361018651585,moderate
14,5,2,38.434406520475314,0.0,0.0,0.48036508996485316,2009,39.58570476651296,32.770320939881174,moderate
8,0,11,21.168258896900557,0.0,0.0,0.09577408891220018,385,60.166329677804875,35.740409621156424,moderate
23,6,11,27.695815934908968,0.7117225490035698,0.0,0.7342484927735509,591,62.197094092558885,18.78200715475686,low
2,6,4,27.474266001109488,0.0,0.0,0.6817916387007353,2050,37.996755276746555,35.03005997091569,moderate
8,6,12,13.356238454435873,0.0,0.0,0.5016394174608485,2174,22.816301291778366,81.97006738203386,heavy
2,0,2,23.116064617074965,0.0,0.0,0.1659227179229692,2717,27.214156570663054,73.32925022030935,heavy
8,2,1,43.042636608533954,0.0,0.0,0.8289890579393538,1358,46.36807813337714,67.38707215186326,heavy
23,1,5,16.621864884650954,0.0,0.0,0.10420986542615651,1380,52.75027683419167,24.144676576758517,low
8,3,4,29.001260618273232,0.0,0.0,0.24153700040778348,899,41.30912573100727,72.93755636576125,heavy
21,6,1,14.764939498977533,0.0,0.0,0.60443269802358,1240,44.75306947095821,39.02329776567413,moderate
11,5,11,16.538486598890216,0.8012247876249075,0.0,0.4703145667279307,652,57.635698683160534,32.052636843012586,moderate
16,5,12,12.68569810315336,0.0,0.0,0.8373060819354847,573,52.636153990867335,24.734577256502014,low
10,2,4,31.52856779063964,0.0,0.0,0.839775475706642,1623,33.926167672781936,77.80902417406503,heavy
6,6,4,17.028899130967233,0.0,0.0,0.13749552293152234,848,58.114800155283625,18.912753895442787,low
18,6,9,34.1399531653208,0.0,0.0,0.5633167044769475,1068,50.955271776545025,46.77706206550101,moderate
23,5,12,19.749438964479477,0.0,0.7596279394047799,0.061777115338740085,2750,9.63908238873181,97.48790729100706,heavy
6,5,4,25.023994087620586,0.6662871991423647,0.0,0.770976741810093,2171,28.987382806957385,73.00105008164186,heavy
18,4,9,27.291046615751107,0.0,0.0,0.31122864807529116,2855,12.879620391586908,100.0,heavy
6,0,1,11.064989416521883,0.0,0.0,0.7962929637622727,1184,42.0282144905514,47.06833482559485,moderate
17,1,7,25.62919400208059,0.0,0.0,0.5852327106552406,2354,23.78444910741717,96.78758612669739,heavy
18,5,12,26.799182273495084,0.7949112256797926,0.0,0.6239904169736271,697,39.770931906615964,65.72717874655157,heavy
10,2,6,33.12013589844214,0.0,0.0,0.8719500598211215,963,49.65380270926332,59.50198165763974,moderate
17,1,8,16.32397288480129,0.0,0.0,0.18892874392191727,1241,40.93778821775098,74.04385107911297,heavy
6,6,9,17.463825220268166,0.0,0.0,0.5421813669718625,1010,53.04520171271536,17.796087531353564,low
1,3,8,29.27638369959967,0.9119278979613267,0.0,0.0360246264457047,1916,30.05151876746504,77.71745827914187,heavy
2,6,9,35.29913580173135,0.0,0.0,0.7510478987120114,1420,55.84101137921001,19.332347329961898,low
10,1,11,19.259979952046933,0.0,0.0,0.37711492134560864,2210,23.84905955603331,97.86967972035069,heavy
21,2,1,14.11837075317667,0.0,0.0,0.1369785528507148,2005,34.6653793140422,71.86525390935924,heavy
3,2,11,21.466174940121093,0.4127629919548763,0.0,0.3038309318518394,2298,28.980364686867382,65.1646958483985,heavy
10,2,11,15.893415938938753,0.0,0.0,0.883326645214972,1925,31.17555206407005,81.40843850025391,heavy
16,3,11,27.182248794824883,0.0,0.0,0.1361262525805036,881,52.471174298358754,42.08929307414722,moderate
4,2,5,15.361321787117014,0.8261695017051577,0.0,0.013382309936538217,1611,35.874898225918685,61.67796335024055,heavy
17,5,7,31.78323768802622,0.39031095181515096,0.37785999518522073,0.6479662110103996,2744,5.0,100.0,heavy
7,2,5,25.700933546518034,0.0,0.0,0.5223155607254466,219,71.8846144860654,27.604149392683436,low
19,3,11,32.032799532875096,0.0,0.0,0.5171108226187066,2024,25.3011230075238,94.54896667513489,heavy
13,6,5,4.613531052017635,0.0,0.0,0.0035057667409829074,632,67.4113599647701,5.932812740301687,low
13,3,4,9.934794316249725,0.0,0.0,0.5155601967384598,855,52.73622969901414,32.939904956793285,moderate
4,0,9,34.341380995845725,0.0,0.0,0.5448904058007756,2909,28.616621646836062,69.02294550700704,heavy
11,0,1,18.24383215163833,0.0,0.0,0.363906915632196,1270,44.789026771522735,54.02831038237558,moderate
20,3,5,12.268937984880788,0.0,0.0,0.8581665547387488,2743,16.76193342057864,100.0,heavy
0,4,3,22.378412747579628,0.0,0.0,0.007043713803963958,398,61.59173782811901,8.693227551670287,low
18,6,5,25.93876597704577,0.0,0.0,0.9949732514024856,2559,10.46061219387736,100.0,heavy
11,0,6,22.7358838446089,0.0,0.0,0.40493322228041706,814,51.16630955843572,39.20945006843516,moderate
17,3,1,27.744113171942487,0.0,0.20580200449790204,0.10444657575687999,945,51.373483192919664,55.7433606377072,moderate
15,2,11,26.66000148839987,0.0,0.0,0.42760772104426925,2714,30.091674530378047,66.69270051994657,heavy
10,3,5,26.241210747434565,0.0,0.0,0.4298933853220922,1669,40.26293722762487,75.86366076082668,heavy
7,3,5,34.7869679054228,0.0,0.0,0.22589830364568597,1686,49.36585557180979,46.44819677166738,moderate
15,2,2,23.88655738710021,0.0,0.0,0.6848137203958805,1782,38.886702103626504,55.61603540082499,moderate
3,0,12,23.651357979802963,0.9064273009106539,0.0,0.7225888210417607,2303,21.725064773172573,82.94007028545965,heavy
14,0,11,30.422491915746324,0.0,0.0,0.8988643132842931,1593,41.421229602347495,49.58090671079337,moderate
2,3,6,28.421277661651633,0.0,0.0,0.8400756755070211,514,66.43015658892688,16.68174270904909,low
15,1,5,16.77713405920965,0.0,0.0,0.8754270920374487,325,61.54753909982548,13.500417648949814,low
15,2,6,23.263090023316565,0.0,0.4491455121439113,0.5253718472035375,1413,46.37002194114175,58.695477374093684,moderate
2,0,12,27.505832786769552,0.7998374878447043,0.0,0.19787958797848093,2292,25.50662900313823,82.23828179896678,heavy
18,0,3,19.305374878117426,0.0,0.0,0.4914740221000701,1109,48.211614156220485,66.94178884309898,heavy
9,0,9,19.686596352043942,0.0,0.0,0.04737542923815441,1946,36.804208764621386,78.88706271138861,heavy
18,2,11,12.868332011609434,0.0,0.0,0.9330765234245385,295,58.90324888502008,53.43888790858666,moderate
0,1,10,0.9377650961091568,0.0,0.0,0.6091871990757868,2425,27.39643845148722,66.38690216809182,heavy
4,1,11,21.007370866279466,0.0,0.0,0.8848697364873092,1171,40.630936126977595,49.0956381897635,moderate
11,2,12,25.018286382431132,0.0,0.0,0.17063609608909724,627,59.57514024238683,34.70516933915004,moderate
4,2,1,15.236686502921343,0.0,0.0,0.1498039467890332,2482,29.80387589057786,62.61689502147368,heavy
7,0,3,35.02297715960878,0.36111421413144285,0.0,0.014253890778658906,1061,50.460430190142,52.12713200347524,moderate
15,0,2,15.626398604828987,0.0,0.0,0.5142623589732837,2955,22.856731652662326,82.21191197361551,heavy
